category,movie_title,positive,neutral,negative
movies_theaters,Mortal Kombat,39.02439024390244,54.8780487804878,6.097560975609756
movies_theaters,We Broke Up,39.285714285714285,26.785714285714285,33.92857142857143
movies_theaters,Assault on VA-33,44.0,44.0,12.0
