category,movie_title,positive,neutral,negative
movies_theaters,The Mitchells vs. the Machines,52.17391304347826,47.82608695652174,0.0
movies_theaters,Here Are the Young Men,67.1875,21.875,10.9375
movies_theaters,Separation,43.24324324324324,41.891891891891895,14.864864864864865
movies_theaters,The Resort,51.02040816326531,32.6530612244898,16.3265306122449
